#
#studie	ACN.elementAt(0).wiki	ACN.elementAt(0).page	ACN.size()	BIWL.size()	AL.size()	BL.size()	volCN	volIWL	volAL	volBL	r1	r2	r3	ext	
#
Characterisierung_Der_Methode	de	Deutschland	1	250	2375	53381	280278,00000	365908,00000	88364199,00000	617804977,00000	0,31719	0,05923	0,09151	-ext-	
Characterisierung_Der_Methode	en	Germany	1	250	1320	54440	138129,00000	1116849,00000	52012691,00000	640118474,00000	0,26557	0,17448	0,18132	-ext-	
Characterisierung_Der_Methode	de	Vereinigte_Staaten	1	255	1114	65397	170739,00000	10579,00000	36513809,00000	615201042,00000	0,46760	0,00172	0,02782	-ext-	
Characterisierung_Der_Methode	en	United_States	1	256	1308	65384	212923,00000	1241502,00000	68642020,00000	636038462,00000	0,31019	0,19519	0,20639	-ext-	
Characterisierung_Der_Methode	de	Angela_Merkel	1	111	545	8361	92903,00000	6781945,00000	16282633,00000	129792578,00000	0,57056	5,22522	4,70638	-ext-	
Characterisierung_Der_Methode	en	Angela_Merkel	1	111	518	8388	63286,00000	4619905,00000	20263199,00000	125812157,00000	0,31232	3,67207	3,20601	-ext-	
Characterisierung_Der_Methode	de	Barack_Obama	1	199	471	25290	130598,00000	16455348,00000	12562930,00000	300337229,00000	1,03955	5,47896	5,30072	-ext-	
Characterisierung_Der_Methode	en	Barack_Obama	1	199	1409	24352	236674,00000	29821120,00000	57800003,00000	255063009,00000	0,40947	11,69167	9,60733	-ext-	
Characterisierung_Der_Methode	de	Cola	1	54	116	2393	17893,00000	342944,00000	3483719,00000	28051837,00000	0,51362	1,22254	1,14422	-ext-	
Characterisierung_Der_Methode	de	Coca-Cola	1	98	193	7039	55800,00000	3236423,00000	4011471,00000	87526901,00000	1,39101	3,69763	3,59655	-ext-	
Characterisierung_Der_Methode	de	Vita_Cola	1	8	62	428	11960,00000	47932,00000	1617731,00000	2496970,00000	0,73931	1,91961	1,45556	-ext-	
Characterisierung_Der_Methode	de	Afri_Cola	1	0	1	0	23,00000	0,00000	10123,00000	0,00000	0,22721	�	0,22721	-ext-	
Characterisierung_Der_Methode	de	Ford	1	65	774	8001	53335,00000	587351,00000	9179395,00000	92735151,00000	0,58103	0,63336	0,62865	-ext-	
Characterisierung_Der_Methode	de	Chevrolet	1	48	481	4972	15151,00000	530285,00000	4277874,00000	54990473,00000	0,35417	0,96432	0,92028	-ext-	
Characterisierung_Der_Methode	de	BMW	1	75	1121	10564	68769,00000	3990009,00000	15137230,00000	95126420,00000	0,45430	4,19443	3,68098	-ext-	
Characterisierung_Der_Methode	de	Porsche	1	57	613	6463	94658,00000	3786341,00000	9270618,00000	58546499,00000	1,02105	6,46724	5,72274	-ext-	
Characterisierung_Der_Methode	en	Ford	1	0	1	0	53,00000	0,00000	97899,00000	0,00000	0,05414	�	0,05414	-ext-	
Characterisierung_Der_Methode	en	Chevrolet	1	49	566	4887	69126,00000	2488536,00000	12049469,00000	47175010,00000	0,57369	5,27511	4,31859	-ext-	
Characterisierung_Der_Methode	en	Coca-Cola	1	98	522	6710	86306,00000	5005829,00000	10641430,00000	80897061,00000	0,81104	6,18790	5,56283	-ext-	
